customer_id,age,gender,income,education,occupation,marital_status,region,num_dependents,credit_score,tenure_years,is_churned
sdv-id-FwpFay,18,Non-binary,26073.87,High School,Student,Married,West,1,635,3.4,False
sdv-id-vthVpX,47,Male,25137.12,High School,Retired,Single,West,1,477,9.3,False
sdv-id-XnlgaZ,53,Non-binary,27440.69,High School,Business Owner,Married,West,5,595,10.5,False
sdv-id-mLbuan,21,Non-binary,15000.0,Bachelor,Student,Married,Central,2,522,0.1,False
sdv-id-jWWKIV,68,Non-binary,15000.0,Associate,Lawyer,Single,North,1,633,9.5,False
sdv-id-QoLaRM,80,Male,15000.0,Master,Student,Single,Central,2,638,19.0,False
sdv-id-iIZxOY,61,Non-binary,64731.03,Master,Lawyer,Single,East,0,609,8.4,False
sdv-id-GbyukC,65,Non-binary,26863.2,Associate,Student,Married,West,1,734,0.4,False
sdv-id-FChuMs,80,Male,15000.0,Bachelor,Lawyer,Married,Central,1,526,19.6,True
sdv-id-otyTTI,64,Non-binary,37633.34,High School,Retired,Married,South,0,748,15.6,False
sdv-id-REeyrv,59,Non-binary,60536.21,High School,Nurse,Single,Central,3,686,5.0,False
sdv-id-BKGJmG,18,Non-binary,111203.31,Associate,Teacher,Married,West,2,476,4.2,False
sdv-id-Fhveac,18,Non-binary,15000.0,Master,Doctor,Single,North,0,543,2.8,False
sdv-id-PIchIV,48,Non-binary,31395.78,Master,Business Owner,Married,South,0,682,0.7,False
sdv-id-nbtaME,80,Male,64854.76,Master,Teacher,Single,North,1,457,11.4,False
sdv-id-iJgMWZ,80,Non-binary,16511.74,PhD,Student,Married,Central,1,645,19.7,False
sdv-id-mvlnhQ,80,Non-binary,108907.78,Bachelor,Retail Worker,Married,East,2,551,12.0,False
sdv-id-vIzFWL,67,Non-binary,78134.51,Bachelor,Manager,Divorced,North,1,517,7.4,False
sdv-id-aYfPFf,80,Male,55243.47,Associate,Accountant,Divorced,South,1,455,20.0,False
sdv-id-DjXAFi,80,Non-binary,88750.58,High School,Lawyer,Widowed,South,1,585,16.9,False
sdv-id-HHyeJq,80,Male,35284.67,Master,Nurse,Married,North,2,504,9.8,False
sdv-id-vgZlGh,80,Non-binary,105844.22,Master,Nurse,Single,South,1,656,17.9,False
sdv-id-ZhZKee,77,Non-binary,43640.62,Bachelor,Retired,Single,Central,1,475,16.2,False
sdv-id-tWBpjH,59,Male,17985.75,Bachelor,Lawyer,Married,North,1,625,12.6,False
sdv-id-PFqeat,71,Male,15000.0,High School,Retired,Married,Central,1,556,17.0,False
sdv-id-SSpJBj,51,Male,21503.94,Master,Retail Worker,Married,Central,1,576,6.7,False
sdv-id-DNRKBY,65,Male,71188.11,Bachelor,Retired,Single,Central,1,590,19.3,False
sdv-id-InmFNO,27,Non-binary,25113.7,Master,Teacher,Divorced,North,1,650,5.6,False
sdv-id-rBHjHP,80,Female,74707.53,High School,Manager,Divorced,South,3,584,10.4,False
sdv-id-bLhNYB,75,Male,15000.0,Bachelor,Student,Single,South,1,491,7.9,True
sdv-id-dbtMmE,79,Non-binary,50240.76,Master,Nurse,Divorced,West,2,512,2.1,False
sdv-id-OjCmpd,80,Female,32841.86,Bachelor,Student,Divorced,North,0,547,15.9,False
sdv-id-ZMgEQb,69,Non-binary,129022.17,PhD,Student,Married,North,1,495,14.2,True
sdv-id-vMjXsB,67,Male,21515.02,Bachelor,Teacher,Single,North,2,777,6.0,False
