customer_id,age,gender,income,education,occupation,marital_status,region,num_dependents,credit_score,tenure_years,is_churned
C01502,39,Male,134723.7,PhD,Retired,Single,North,1,699,10.6,False
C00709,75,Male,52747.89,Master,Manager,Married,South,1,648,13.6,False
C01050,42,Female,155319.04,Associate,Lawyer,Married,North,1,631,8.5,False
C00178,26,Female,59605.99,Associate,Doctor,Single,West,1,609,0.8,True
C01313,30,Male,214481.44,Bachelor,Accountant,Married,South,1,676,3.7,False
C01750,58,Non-binary,205373.23,Associate,Lawyer,Married,North,1,730,14.7,True
C01859,18,Female,71434.71,Associate,Doctor,Married,South,1,648,5.4,True
C01632,60,Male,57668.6,Master,Student,Married,North,1,585,4.3,False
C01307,33,Non-binary,86299.91,Bachelor,Retired,Married,West,1,518,3.8,False
C01286,52,Male,52685.7,Bachelor,Engineer,Married,East,1,576,6.6,False
C01869,34,Female,75531.32,Bachelor,Student,Married,West,1,633,15.8,False
C01831,30,Female,16202.96,Associate,Doctor,Single,Central,2,580,15.2,False
C00869,41,Non-binary,19168.84,Bachelor,Student,Married,South,1,586,17.4,True
C00631,24,Male,103789.52,High School,Lawyer,Married,East,1,601,14.7,False
C01199,63,Non-binary,148190.89,Bachelor,Lawyer,Married,West,1,724,17.8,False
C01087,25,Female,16044.0,Bachelor,Retail Worker,Married,Central,2,512,9.6,False
C00526,22,Male,105581.14,Bachelor,Nurse,Married,North,1,610,6.7,False
C00875,45,Female,75484.13,Master,Business Owner,Single,South,1,583,14.6,False
C01166,49,Female,67681.49,High School,Retail Worker,Single,South,1,612,10.7,False
C01270,35,Male,19580.39,Master,Student,Single,North,1,543,17.2,True
C01830,51,Male,68776.71,High School,Business Owner,Single,West,3,579,16.2,False
C00567,54,Male,136404.95,High School,Accountant,Married,East,1,686,19.5,False
C01009,61,Non-binary,162561.01,High School,Manager,Married,West,1,606,2.4,False
C00151,38,Non-binary,125855.44,Master,Business Owner,Married,Central,1,637,0.6,False
C01099,32,Non-binary,21691.5,High School,Teacher,Married,East,1,599,17.5,False
C01856,42,Male,22395.11,PhD,Manager,Widowed,North,1,580,6.8,False
C00865,37,Male,152853.91,Bachelor,Retired,Married,South,1,590,0.8,False
C00618,52,Female,118845.93,Master,Engineer,Married,South,1,709,15.8,False
C00826,56,Female,96935.99,Master,Lawyer,Married,North,1,615,12.3,False
C00222,29,Non-binary,39460.21,Bachelor,Student,Single,West,1,571,17.7,False
C00401,53,Non-binary,90944.12,Bachelor,Student,Divorced,Central,1,589,4.4,False
C01967,77,Male,61891.57,Bachelor,Business Owner,Single,East,1,596,0.7,False
C00656,50,Non-binary,27111.96,Bachelor,Doctor,Married,North,1,598,3.0,False
C00040,29,Non-binary,134591.69,Master,Nurse,Married,East,1,681,4.3,False
C00102,35,Non-binary,110516.98,Associate,Business Owner,Married,North,1,533,14.3,False
C01931,58,Female,35945.05,High School,Lawyer,Single,South,1,611,10.1,False
C01062,50,Non-binary,128619.85,Master,Business Owner,Married,South,1,692,15.2,False
C01258,24,Non-binary,159081.98,Master,Lawyer,Married,North,1,623,13.7,False
C00710,42,Non-binary,48316.27,Associate,Engineer,Single,North,1,708,6.0,False
C01254,65,Female,16215.71,Bachelor,Retired,Married,South,1,556,15.6,False
C01813,43,Non-binary,22735.13,High School,Student,Married,West,1,565,0.6,False
C00368,76,Female,44567.33,Bachelor,Doctor,Single,West,1,597,15.3,False
C01979,50,Non-binary,31289.95,Master,Lawyer,Married,West,1,600,7.7,False
C01428,69,Non-binary,48390.02,Master,Student,Single,East,1,627,14.9,False
C00432,35,Non-binary,15650.71,Associate,Engineer,Single,North,1,617,16.2,False
C00786,78,Non-binary,52015.75,Bachelor,Business Owner,Married,South,1,629,1.8,False
C01864,36,Non-binary,46307.16,High School,Engineer,Married,South,1,573,14.8,False
C00708,40,Male,32421.55,Bachelor,Business Owner,Married,West,1,575,15.9,True
C01460,60,Male,27938.1,Associate,Business Owner,Single,East,1,651,13.7,False
C01201,64,Female,62893.75,Associate,Accountant,Single,West,1,621,2.2,False
C01568,30,Female,71334.9,High School,Retired,Married,South,1,576,2.5,False
C01474,43,Female,16937.68,Bachelor,Retail Worker,Single,North,1,533,1.7,False
C00789,44,Female,40161.98,Master,Student,Married,Central,3,627,14.7,False
C01962,27,Non-binary,143736.64,Associate,Manager,Single,East,1,760,2.0,False
C00285,30,Female,55094.44,Master,Retired,Single,South,1,670,14.1,True
C01029,26,Female,98521.75,PhD,Doctor,Divorced,South,1,579,8.1,False
C01439,28,Female,88471.54,Bachelor,Teacher,Married,North,1,579,1.6,False
C00877,52,Female,15087.22,Bachelor,Student,Married,Central,1,561,15.7,False
C00286,39,Female,92653.18,Bachelor,Engineer,Divorced,East,1,628,14.6,False
C01449,80,Female,85910.77,Bachelor,Lawyer,Single,West,1,601,4.4,False
C00310,29,Male,41940.17,Bachelor,Retail Worker,Married,Central,1,572,14.7,False
C00832,27,Male,20674.1,PhD,Doctor,Single,Central,2,552,7.7,True
C01035,41,Female,67338.16,Bachelor,Teacher,Married,South,1,581,7.3,False
C01054,31,Non-binary,79820.63,Master,Teacher,Married,East,1,645,9.4,False
C00407,80,Female,44279.99,Bachelor,Business Owner,Married,Central,1,713,13.3,False
C00359,18,Female,27962.0,Bachelor,Engineer,Single,South,1,530,0.6,False
C01721,20,Female,23830.23,High School,Retired,Married,North,3,551,7.0,False
C01164,32,Female,37553.33,High School,Doctor,Married,South,1,589,8.5,False
C00538,30,Non-binary,152195.26,Bachelor,Business Owner,Married,Central,2,697,16.4,False
C00874,58,Male,33513.44,Bachelor,Retail Worker,Widowed,North,1,626,14.2,False
C01576,72,Male,119556.52,Associate,Accountant,Divorced,Central,2,606,3.5,False
C01455,57,Female,124799.8,Bachelor,Doctor,Divorced,East,1,579,16.9,False
C00997,30,Non-binary,40585.77,Bachelor,Retail Worker,Married,South,1,557,10.5,False
C00658,37,Female,52114.3,Master,Accountant,Single,West,1,599,5.5,True
C00707,22,Non-binary,57961.57,Bachelor,Retail Worker,Single,East,1,530,5.3,False
C00027,18,Female,77799.78,Bachelor,Nurse,Married,South,2,603,3.6,False
C01877,46,Male,41277.08,PhD,Retired,Married,West,1,576,4.1,False
C00185,54,Non-binary,198876.9,Bachelor,Teacher,Single,Central,1,696,0.3,False
C01219,18,Female,28575.12,Bachelor,Student,Single,West,2,586,6.8,False
C00883,26,Non-binary,155970.78,Bachelor,Engineer,Married,Central,1,748,12.1,False
C01811,33,Male,96905.03,Master,Engineer,Married,Central,1,663,0.7,False
C00879,56,Female,57397.98,Bachelor,Nurse,Single,East,2,648,5.3,False
C00929,51,Female,201306.71,Bachelor,Retail Worker,Divorced,East,3,654,6.8,False
C01431,31,Non-binary,101162.16,Bachelor,Student,Divorced,East,1,671,1.3,False
C00488,37,Female,94344.14,Master,Engineer,Widowed,West,1,664,12.2,True
C01125,34,Female,230404.74,Associate,Nurse,Single,West,2,721,7.6,False
C00473,45,Male,145281.87,Bachelor,Accountant,Married,South,1,689,4.3,False
C01643,22,Non-binary,104328.2,PhD,Engineer,Single,East,1,727,11.6,False
C00089,65,Female,42480.69,PhD,Retired,Single,South,2,598,0.9,False
C01839,26,Male,32847.07,High School,Lawyer,Married,West,1,549,15.5,False
C01493,33,Male,174115.86,High School,Lawyer,Married,East,1,664,8.0,False
C01216,25,Non-binary,21426.93,Master,Student,Widowed,South,1,558,6.6,False
C00245,33,Non-binary,26710.41,PhD,Student,Single,West,2,604,19.7,False
C01673,29,Male,96432.6,Master,Doctor,Single,West,1,716,14.1,False
C01017,41,Female,127235.79,Bachelor,Retired,Married,West,1,613,9.0,False
C01958,79,Female,25712.67,Master,Engineer,Married,West,1,561,10.5,False
C00950,39,Non-binary,15769.56,High School,Teacher,Married,North,1,518,0.9,True
C01220,50,Male,42902.7,Bachelor,Retail Worker,Divorced,South,2,637,13.6,False
C01682,24,Female,47966.14,Bachelor,Engineer,Married,North,1,573,4.3,False
C01680,31,Male,78473.51,Bachelor,Nurse,Married,South,3,626,16.5,True
C00273,46,Male,158932.1,Bachelor,Lawyer,Married,South,1,656,5.0,False
C00288,38,Male,211063.53,High School,Manager,Divorced,South,1,758,0.8,False
C00660,78,Female,87106.86,PhD,Retired,Married,West,1,601,1.4,False
C00424,53,Male,116960.64,PhD,Accountant,Single,West,1,743,3.6,False
C01077,21,Male,79764.13,High School,Business Owner,Married,East,1,613,2.9,False
C01797,46,Female,127903.49,High School,Retail Worker,Married,West,1,636,18.3,False
C00714,60,Male,48116.51,Master,Retired,Widowed,South,1,584,11.2,True
C01780,33,Non-binary,88261.44,High School,Engineer,Single,West,1,736,9.0,False
C01766,35,Male,186636.51,High School,Doctor,Married,East,1,651,6.4,False
C01369,51,Male,77833.87,High School,Engineer,Married,North,1,579,17.2,False
C00116,39,Male,48292.45,PhD,Engineer,Single,North,2,630,6.8,False
C01712,33,Female,137810.78,High School,Retired,Single,North,1,754,17.4,False
C00540,80,Male,113096.29,High School,Business Owner,Married,North,1,627,10.3,False
C01483,32,Female,109435.66,Bachelor,Doctor,Married,South,1,675,2.7,False
C00743,43,Male,17745.82,Master,Student,Single,West,1,577,13.0,False
C00495,77,Male,30489.78,Bachelor,Lawyer,Divorced,East,2,586,0.2,False
C01803,19,Non-binary,85615.64,PhD,Student,Married,South,1,549,6.3,False
C00652,58,Non-binary,82789.01,High School,Doctor,Single,West,1,698,9.3,False
C00889,21,Non-binary,66602.9,Bachelor,Student,Single,West,1,597,6.9,False
C00892,30,Non-binary,61574.88,Bachelor,Doctor,Married,South,2,653,15.4,False
C01508,43,Female,20320.59,Bachelor,Student,Married,East,1,528,12.7,False
C01228,50,Female,24239.83,Master,Student,Married,South,1,547,1.1,True
C00651,37,Female,69765.15,Master,Business Owner,Single,North,1,636,4.6,True
C01322,46,Female,23618.81,Bachelor,Nurse,Divorced,South,1,587,10.7,False
C00579,58,Female,170942.75,Associate,Engineer,Single,West,1,768,18.3,False
C01985,38,Male,73181.08,Master,Lawyer,Married,East,1,541,9.1,False
C01078,31,Male,25795.61,PhD,Teacher,Married,North,1,560,16.0,True
C00817,46,Non-binary,110045.35,Associate,Accountant,Divorced,South,1,679,0.8,False
C00809,26,Male,85436.42,Master,Retired,Divorced,West,1,708,7.4,False
C01243,29,Male,35029.65,High School,Retired,Married,South,1,593,12.4,False
C00963,27,Non-binary,169116.28,Bachelor,Retired,Married,East,3,682,13.0,True
C00739,26,Female,21054.59,Master,Student,Single,South,1,546,12.2,False
C01448,35,Male,129837.01,Bachelor,Business Owner,Single,North,1,648,9.7,True
C00204,52,Male,87960.43,Bachelor,Teacher,Married,Central,1,563,12.3,False
C01121,35,Female,60442.85,Bachelor,Retail Worker,Single,Central,1,615,2.5,False
C01763,35,Male,60825.18,Bachelor,Manager,Married,West,1,606,11.6,False
C00014,41,Non-binary,35261.8,Master,Student,Divorced,Central,2,535,1.8,False
C01594,80,Male,41025.7,High School,Manager,Married,West,1,614,4.6,False
C00672,39,Male,19268.33,Bachelor,Student,Widowed,West,1,558,17.0,False
C00964,28,Female,83278.09,Master,Retired,Divorced,Central,1,648,5.8,False
C00589,31,Female,16590.97,Bachelor,Accountant,Married,Central,1,526,14.6,False
C01446,40,Male,95497.99,Master,Retired,Married,East,1,671,15.0,False
C01600,18,Male,139939.15,Bachelor,Retired,Widowed,Central,1,573,2.9,False
C00290,21,Female,25704.25,Bachelor,Retired,Married,North,1,567,2.3,False
C01827,60,Female,95698.64,Bachelor,Lawyer,Single,Central,1,683,17.3,False
C01955,29,Male,58114.36,Bachelor,Nurse,Single,Central,2,562,16.0,False
C00842,54,Non-binary,104083.41,Master,Retired,Single,East,1,647,4.5,False
C00132,27,Non-binary,62980.78,PhD,Lawyer,Single,North,2,591,1.7,False
